109 62
1 -9.13295203834630e-01 4.07298257610637e-01 0.00000000000000e+00
2 -1.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
3 -6.73433497062411e-01 7.39247810300640e-01 0.00000000000000e+00
4 -3.51100151841865e-01 9.36337910893615e-01 0.00000000000000e+00
5 1.15027380792693e-02 9.99933841319854e-01 0.00000000000000e+00
6 4.17776706814253e-01 9.08549736251923e-01 0.00000000000000e+00
7 7.18223385980109e-01 6.95812595338190e-01 0.00000000000000e+00
8 9.21878722139036e-01 3.87478543492794e-01 0.00000000000000e+00
9 9.99766751072902e-01 -2.15973018947583e-02 0.00000000000000e+00
10 9.24204980604962e-01 -3.81896784255880e-01 0.00000000000000e+00
11 7.19492818329474e-01 -6.94499880757593e-01 0.00000000000000e+00
12 3.76848778942144e-01 -9.26274796056664e-01 0.00000000000000e+00
13 -3.30959281237163e-02 -9.99452179717284e-01 0.00000000000000e+00
14 -3.92502406292114e-01 -9.19750977740660e-01 0.00000000000000e+00
15 -7.22469634736865e-01 -6.91402651776214e-01 0.00000000000000e+00
16 -9.34516348289866e-01 -3.55920208444216e-01 0.00000000000000e+00
17 -6.59542839545942e-01 2.23613483547208e-01 0.00000000000000e+00
18 -4.91539161593708e-01 5.22907537083993e-01 0.00000000000000e+00
19 -1.32261861574516e-01 6.04625588074830e-01 0.00000000000000e+00
20 2.56244715322333e-01 6.22431421887135e-01 0.00000000000000e+00
21 4.81810553182800e-01 3.23457449738333e-01 0.00000000000000e+00
22 6.62120698552095e-01 -1.46748365957316e-02 0.00000000000000e+00
23 4.69595607541058e-01 -3.50818500939681e-01 0.00000000000000e+00
24 2.17450115027355e-01 -6.48786911599582e-01 0.00000000000000e+00
25 -2.06815130570478e-01 -6.51020345331243e-01 0.00000000000000e+00
26 -4.18655730144250e-01 -3.63357827490338e-01 0.00000000000000e+00
27 -5.69494592168300e-01 -6.27941055066861e-02 0.00000000000000e+00
28 -3.13985873868175e-01 2.50302184330491e-01 0.00000000000000e+00
29 6.84017496698612e-02 2.87549206208613e-01 0.00000000000000e+00
30 2.61247133808363e-01 -2.48536046686170e-02 0.00000000000000e+00
31 3.00999945939768e-02 -3.45259003853559e-01 0.00000000000000e+00
32 -1.53366299988365e-01 -4.57236807026525e-02 0.00000000000000e+00
33 -9.56647601917315e-01 2.03649128805319e-01 0.00000000000000e+00
34 -7.93364350448521e-01 5.73273033955639e-01 0.00000000000000e+00
35 -5.12266824452138e-01 8.37792860597128e-01 0.00000000000000e+00
36 -1.69798706881298e-01 9.68135876106735e-01 0.00000000000000e+00
37 2.14639722446761e-01 9.54241788785889e-01 0.00000000000000e+00
38 5.68000046397181e-01 8.02181165795056e-01 0.00000000000000e+00
39 8.20051054059573e-01 5.41645569415492e-01 0.00000000000000e+00
40 9.60822736605969e-01 1.82940620799018e-01 0.00000000000000e+00
41 9.61985865838932e-01 -2.01747043075319e-01 0.00000000000000e+00
42 8.21848899467218e-01 -5.38198332506736e-01 0.00000000000000e+00
43 5.48170798635809e-01 -8.10387338407129e-01 0.00000000000000e+00
44 1.71876425409214e-01 -9.62863487886974e-01 0.00000000000000e+00
45 -2.12799167207915e-01 -9.59601578728972e-01 0.00000000000000e+00
46 -5.57486020514489e-01 -8.05576814758437e-01 0.00000000000000e+00
47 -8.28492991513365e-01 -5.23661430110215e-01 0.00000000000000e+00
48 -9.67258174144933e-01 -1.77960104222108e-01 0.00000000000000e+00
49 -8.29771419772971e-01 1.11806741773604e-01 0.00000000000000e+00
50 -7.86419021690286e-01 3.15455870578923e-01 0.00000000000000e+00
51 -7.02417182714169e-01 4.65102897347315e-01 0.00000000000000e+00
52 -5.82486329328059e-01 6.31077673692316e-01 0.00000000000000e+00
53 -5.75541000569825e-01 3.73260510315600e-01 0.00000000000000e+00
54 -4.21319656717786e-01 7.29622723988804e-01 0.00000000000000e+00
55 -2.41681006708190e-01 7.70481749484223e-01 0.00000000000000e+00
56 -6.03795617476232e-02 8.02279714697342e-01 0.00000000000000e+00
57 -3.11900511584112e-01 5.63766562579411e-01 0.00000000000000e+00
58 1.33873726700801e-01 8.11182631603495e-01 0.00000000000000e+00
59 3.37010711068293e-01 7.65490579069529e-01 0.00000000000000e+00
60 4.87234050651221e-01 6.59122008612662e-01 0.00000000000000e+00
61 6.19914268739087e-02 6.13528504980983e-01 0.00000000000000e+00
62 6.00016969581454e-01 5.09635022538262e-01 0.00000000000000e+00
63 7.01844637660918e-01 3.55467996615564e-01 0.00000000000000e+00
64 3.69027634252567e-01 4.72944435812734e-01 0.00000000000000e+00
65 7.91999710345566e-01 1.86401853448531e-01 0.00000000000000e+00
66 8.30943724812499e-01 -1.81360692452449e-02 0.00000000000000e+00
67 7.93162839578529e-01 -1.98285810425806e-01 0.00000000000000e+00
68 5.71965625867448e-01 1.54391306571301e-01 0.00000000000000e+00
69 6.96900294073010e-01 -3.66357642597780e-01 0.00000000000000e+00
70 5.94544212935266e-01 -5.22659190848637e-01 0.00000000000000e+00
71 5.65858153046577e-01 -1.82746668767706e-01 0.00000000000000e+00
72 4.68471466678414e-01 -6.71643396178587e-01 0.00000000000000e+00
73 2.97149446984749e-01 -7.87530853828123e-01 0.00000000000000e+00
74 3.43522861284207e-01 -4.99802706269631e-01 0.00000000000000e+00
75 9.21770934518195e-02 -8.24119545658433e-01 0.00000000000000e+00
